Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population)
Extortion,Voronezh Oblast,2008,79,3.4
Extortion,Ivanovo Oblast,2008,46,4.3
Extortion,Kaluga Oblast,2008,21,2.1
Extortion,Kostroma Oblast,2008,44,6.4
Extortion,Kursk Oblast,2008,48,4.2
Extortion,Lipetsk Oblast,2008,15,1.3
Extortion,Moscow Oblast,2008,206,3.0
Extortion,Oryol Oblast,2008,40,5.0
Extortion,Ryazan Oblast,2008,9,0.8
Extortion,Smolensk Oblast,2008,82,8.1
Extortion,Tambov Oblast,2008,31,2.8
Extortion,Tver Oblast,2008,68,4.9
Extortion,Tula Oblast,2008,23,1.4
Extortion,Yaroslavl Oblast,2008,86,6.7
Extortion,Moscow,2008,207,1.9
Extortion,Republic of Karelia,2008,16,2.4
Extortion,Komi Republic,2008,133,14.2
Extortion,Arkhangelsk Oblast,2008,91,7.5
Extortion,Nenets Autonomous Okrug,2008,10,23.9
Extortion,Vologda Oblast,2008,98,8.0
Extortion,Kaliningrad Oblast,2008,19,2.0
Extortion,Leningrad Oblast,2008,306,18.1
Extortion,Murmansk Oblast,2008,45,5.5
Extortion,Novgorod Oblast,2008,41,6.3
Extortion,Pskov Oblast,2008,23,3.3
Extortion,Saint Petersburg,2008,82,1.7
Extortion,Republic of Dagestan,2008,46,1.6
Extortion,Republic of Ingushetia,2008,5,1.2
Extortion,Kabardino-Balkar Republic,2008,24,2.8
Extortion,Karachay-Cherkess Republic,2008,21,4.5
Extortion,Republic of North Ossetia-Alania,2008,28,3.9
Extortion,Chechen Republic,2008,15,1.3
Extortion,Stavropol Krai,2008,100,3.6
Extortion,Republic of Adygea,2008,9,2.1
Extortion,Republic of Kalmykia,2008,42,14.4
Extortion,Republic of Crimea,2008,NaN,NaN
Extortion,Krasnodar Krai,2008,129,2.5
Extortion,Astrakhan Oblast,2008,68,6.8
Extortion,Volgograd Oblast,2008,89,3.4
Extortion,Rostov Oblast,2008,173,4.0
Extortion,Sevastopol,2008,NaN,NaN
Extortion,Republic of Bashkortostan,2008,302,7.4
Extortion,Mari El Republic,2008,91,12.9
Extortion,Republic of Mordovia,2008,109,12.8
Extortion,Republic of Tatarstan,2008,385,10.2
Extortion,Udmurt Republic,2008,176,11.5
Extortion,Chuvash Republic,2008,156,12.4
Extortion,Perm Krai,2008,244,9.1
Extortion,Kirov Oblast,2008,67,4.9
Extortion,Nizhny Novgorod Oblast,2008,276,8.2
Extortion,Orenburg Oblast,2008,195,9.5
Extortion,Penza Oblast,2008,47,3.3
Extortion,Samara Oblast,2008,328,10.2
Extortion,Saratov Oblast,2008,54,2.1
Extortion,Ulyanovsk Oblast,2008,73,5.5
Extortion,Kurgan Oblast,2008,82,8.8
Extortion,Sverdlovsk Oblast,2008,335,7.8
Extortion,Tyumen Oblast,2008,163,12.4
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2008,217,14.6
Extortion,Yamalo-Nenets Autonomous Okrug,2008,51,9.7
Extortion,Chelyabinsk Oblast,2008,190,5.4
Extortion,Altai Republic,2008,19,9.4
Extortion,Republic of Buryatia,2008,164,17.0
Extortion,Tuva Republic,2008,11,3.6
Extortion,Republic of Khakassia,2008,25,4.7
Extortion,Altai Krai,2008,110,4.5
Extortion,Zabaykalsky Krai,2008,159,14.3
Extortion,Krasnoyarsk Krai,2008,196,6.9
Extortion,Irkutsk Oblast,2008,352,14.3
Extortion,Kemerovo Oblast,2008,147,5.3
Extortion,Novosibirsk Oblast,2008,675,25.5
Extortion,Omsk Oblast,2008,72,3.6
Extortion,Tomsk Oblast,2008,50,4.9
Extortion,Sakha (Yakutia) Republic,2008,84,8.8
Extortion,Kamchatka Krai,2008,7,2.1
Extortion,Primorsky Krai,2008,250,12.6
Extortion,Khabarovsk Krai,2008,392,28.9
Extortion,Amur Oblast,2008,64,7.6
Extortion,Magadan Oblast,2008,12,7.3
Extortion,Sakhalin Oblast,2008,21,4.1
Extortion,Jewish Autonomous Oblast,2008,11,6.2
Extortion,Chukotka Autonomous Okrug,2008,1,1.9
Hooliganism,Russian Federation,2008,13589,9.5
Hooliganism,Belgorod Oblast,2008,82,5.4
Hooliganism,Bryansk Oblast,2008,95,7.3
Hooliganism,Vladimir Oblast,2008,115,7.8
Hooliganism,Voronezh Oblast,2008,57,2.4
Hooliganism,Ivanovo Oblast,2008,76,7.0
Hooliganism,Kaluga Oblast,2008,75,7.4
Hooliganism,Kostroma Oblast,2008,20,2.9
Hooliganism,Kursk Oblast,2008,49,4.3
Hooliganism,Lipetsk Oblast,2008,61,5.1
Hooliganism,Moscow Oblast,2008,615,8.9
Hooliganism,Oryol Oblast,2008,107,13.3
Hooliganism,Ryazan Oblast,2008,19,1.6
Hooliganism,Smolensk Oblast,2008,160,15.9
Hooliganism,Tambov Oblast,2008,112,10.0
Hooliganism,Tver Oblast,2008,220,15.9
Hooliganism,Tula Oblast,2008,63,4.0
Hooliganism,Yaroslavl Oblast,2008,51,3.9
Hooliganism,Moscow,2008,1586,14.2
Hooliganism,Republic of Karelia,2008,47,7.1
Hooliganism,Komi Republic,2008,107,11.4
Hooliganism,Arkhangelsk Oblast,2008,102,8.4
Hooliganism,Nenets Autonomous Okrug,2008,20,47.7
Hooliganism,Vologda Oblast,2008,257,21.1
Hooliganism,Kaliningrad Oblast,2008,30,3.2
Hooliganism,Leningrad Oblast,2008,78,4.6
Hooliganism,Murmansk Oblast,2008,54,6.6
Hooliganism,Novgorod Oblast,2008,123,18.9
Hooliganism,Pskov Oblast,2008,42,6.0
Hooliganism,Saint Petersburg,2008,429,9.0
Hooliganism,Republic of Dagestan,2008,85,3.0
Hooliganism,Republic of Ingushetia,2008,36,8.9
Hooliganism,Kabardino-Balkar Republic,2008,22,2.6
Hooliganism,Karachay-Cherkess Republic,2008,9,1.9
Hooliganism,Republic of North Ossetia-Alania,2008,66,9.3
Hooliganism,Chechen Republic,2008,11,0.9
Hooliganism,Stavropol Krai,2008,150,5.4
Hooliganism,Republic of Adygea,2008,10,2.3
Hooliganism,Republic of Kalmykia,2008,76,26.1
Hooliganism,Republic of Crimea,2008,NaN,NaN
Hooliganism,Krasnodar Krai,2008,159,3.1
Hooliganism,Astrakhan Oblast,2008,175,17.4
Hooliganism,Volgograd Oblast,2008,166,6.3
Hooliganism,Rostov Oblast,2008,191,4.4
Hooliganism,Sevastopol,2008,NaN,NaN
Hooliganism,Republic of Bashkortostan,2008,303,7.5
Hooliganism,Mari El Republic,2008,185,26.2
Hooliganism,Republic of Mordovia,2008,31,3.6
Hooliganism,Republic of Tatarstan,2008,445,11.8
Hooliganism,Udmurt Republic,2008,263,17.2
Hooliganism,Chuvash Republic,2008,94,7.4
Hooliganism,Perm Krai,2008,304,11.4
Hooliganism,Kirov Oblast,2008,53,3.8
Hooliganism,Nizhny Novgorod Oblast,2008,195,5.8
Hooliganism,Orenburg Oblast,2008,182,8.9
Hooliganism,Penza Oblast,2008,38,2.7
Hooliganism,Samara Oblast,2008,502,15.6
Hooliganism,Saratov Oblast,2008,121,4.7
Hooliganism,Ulyanovsk Oblast,2008,151,11.5
Hooliganism,Kurgan Oblast,2008,339,36.3
Hooliganism,Sverdlovsk Oblast,2008,538,12.5
Hooliganism,Tyumen Oblast,2008,597,45.4
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2008,287,19.2
Hooliganism,Yamalo-Nenets Autonomous Okrug,2008,29,5.5
Hooliganism,Chelyabinsk Oblast,2008,574,16.5
Hooliganism,Altai Republic,2008,6,3.0
Hooliganism,Republic of Buryatia,2008,303,31.4
Hooliganism,Tuva Republic,2008,33,10.9
Hooliganism,Republic of Khakassia,2008,14,2.6
Hooliganism,Altai Krai,2008,56,2.3
Hooliganism,Zabaykalsky Krai,2008,38,3.4
Hooliganism,Krasnoyarsk Krai,2008,184,6.5
Hooliganism,Irkutsk Oblast,2008,470,19.1
Hooliganism,Kemerovo Oblast,2008,82,2.9
Hooliganism,Novosibirsk Oblast,2008,256,9.7
Hooliganism,Omsk Oblast,2008,86,4.3
Hooliganism,Tomsk Oblast,2008,24,2.3
Hooliganism,Sakha (Yakutia) Republic,2008,63,6.6
Hooliganism,Kamchatka Krai,2008,5,1.5
Hooliganism,Primorsky Krai,2008,176,8.9
Hooliganism,Khabarovsk Krai,2008,88,6.5
Hooliganism,Amur Oblast,2008,21,2.5
Hooliganism,Magadan Oblast,2008,5,3.0
Hooliganism,Sakhalin Oblast,2008,18,3.5
Hooliganism,Jewish Autonomous Oblast,2008,2,1.1
Hooliganism,Chukotka Autonomous Okrug,2008,1,1.9
Crimes in the Sphere of Economic Activity,Russian Federation,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kursk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Moscow Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Oryol Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Tambov Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Tver Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Tula Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Moscow,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Karelia,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Komi Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Vologda Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Pskov Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Saint Petersburg,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Chechen Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Stavropol Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Adygea,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Crimea,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Rostov Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Sevastopol,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Mari El Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Udmurt Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Chuvash Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Perm Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kirov Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Penza Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Samara Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Saratov Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Altai Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Tuva Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Altai Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Omsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Primorsky Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Amur Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Magadan Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2008,NaN,NaN
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2008,NaN,NaN
Murder,Russian Federation,2009,17414,12.2
Murder,Belgorod Oblast,2009,83,5.4
Murder,Bryansk Oblast,2009,135,10.4
Murder,Vladimir Oblast,2009,173,11.9
Murder,Voronezh Oblast,2009,150,6.4
Murder,Ivanovo Oblast,2009,155,14.4
Murder,Kaluga Oblast,2009,136,13.4
Murder,Kostroma Oblast,2009,84,12.4
Murder,Kursk Oblast,2009,99,8.7
Murder,Lipetsk Oblast,2009,104,8.8
Murder,Moscow Oblast,2009,855,12.3
Murder,Oryol Oblast,2009,80,10.0
Murder,Ryazan Oblast,2009,125,10.7
Murder,Smolensk Oblast,2009,121,12.1
Murder,Tambov Oblast,2009,91,8.2
Murder,Tver Oblast,2009,163,11.9
Murder,Tula Oblast,2009,203,12.9
Murder,Yaroslavl Oblast,2009,115,8.9
Murder,Moscow,2009,625,5.5
Murder,Republic of Karelia,2009,92,14.1
Murder,Komi Republic,2009,156,16.9
Murder,Arkhangelsk Oblast,2009,163,13.5
Murder,Nenets Autonomous Okrug,2009,8,19.1
Murder,Vologda Oblast,2009,179,14.7
Murder,Kaliningrad Oblast,2009,96,10.2
Murder,Leningrad Oblast,2009,283,16.7
Murder,Murmansk Oblast,2009,61,7.6
Murder,Novgorod Oblast,2009,111,17.2
Murder,Pskov Oblast,2009,89,12.9
Murder,Saint Petersburg,2009,532,11.1
Murder,Republic of Dagestan,2009,200,7.1
Murder,Republic of Ingushetia,2009,99,24.2
Murder,Kabardino-Balkar Republic,2009,49,5.7
Murder,Karachay-Cherkess Republic,2009,51,10.8
Murder,Republic of North Ossetia-Alania,2009,70,9.8
Murder,Chechen Republic,2009,149,12.2
Murder,Stavropol Krai,2009,204,7.4
Murder,Republic of Adygea,2009,50,11.4
Murder,Republic of Kalmykia,2009,50,17.2
Murder,Republic of Crimea,2009,NaN,NaN
Murder,Krasnodar Krai,2009,358,6.9
Murder,Astrakhan Oblast,2009,101,10.0
Murder,Volgograd Oblast,2009,283,10.8
Murder,Rostov Oblast,2009,317,7.4
Murder,Sevastopol,2009,NaN,NaN
Murder,Republic of Bashkortostan,2009,421,10.4
Murder,Mari El Republic,2009,115,16.4
Murder,Republic of Mordovia,2009,69,8.2
Murder,Republic of Tatarstan,2009,286,7.6
Murder,Udmurt Republic,2009,146,9.6
Murder,Chuvash Republic,2009,102,8.1
Murder,Perm Krai,2009,555,20.9
Murder,Kirov Oblast,2009,132,9.7
Murder,Nizhny Novgorod Oblast,2009,330,9.9
Murder,Orenburg Oblast,2009,309,15.1
Murder,Penza Oblast,2009,116,8.3
Murder,Samara Oblast,2009,390,12.1
Murder,Saratov Oblast,2009,199,7.8
Murder,Ulyanovsk Oblast,2009,128,9.8
Murder,Kurgan Oblast,2009,173,18.7
Murder,Sverdlovsk Oblast,2009,646,15.0
Murder,Tyumen Oblast,2009,214,16.2
Murder,Khanty–Mansi Autonomous Okrug – Yugra,2009,184,12.2
Murder,Yamalo-Nenets Autonomous Okrug,2009,66,12.6
Murder,Chelyabinsk Oblast,2009,495,14.2
Murder,Altai Republic,2009,56,27.4
Murder,Republic of Buryatia,2009,241,24.9
Murder,Tuva Republic,2009,182,59.6
Murder,Republic of Khakassia,2009,80,15.0
Murder,Altai Krai,2009,294,12.1
Murder,Zabaykalsky Krai,2009,410,37.0
Murder,Krasnoyarsk Krai,2009,441,15.6
Murder,Irkutsk Oblast,2009,645,26.3
Murder,Kemerovo Oblast,2009,496,17.9
Murder,Novosibirsk Oblast,2009,337,12.7
Murder,Omsk Oblast,2009,242,12.2
Murder,Tomsk Oblast,2009,125,12.1
Murder,Sakha (Yakutia) Republic,2009,208,21.7
Murder,Kamchatka Krai,2009,45,13.8
Murder,Primorsky Krai,2009,411,20.9
Murder,Khabarovsk Krai,2009,264,19.5
Murder,Amur Oblast,2009,177,21.1
Murder,Magadan Oblast,2009,40,24.9
Murder,Sakhalin Oblast,2009,123,24.4
Murder,Jewish Autonomous Oblast,2009,32,18.0
Murder,Chukotka Autonomous Okrug,2009,20,38.4
Intentional Bodily Harm,Russian Federation,2009,43112,30.2
Intentional Bodily Harm,Belgorod Oblast,2009,206,13.5
Intentional Bodily Harm,Bryansk Oblast,2009,320,24.7
Intentional Bodily Harm,Vladimir Oblast,2009,360,24.7
Intentional Bodily Harm,Voronezh Oblast,2009,429,18.3
Intentional Bodily Harm,Ivanovo Oblast,2009,336,31.3
Intentional Bodily Harm,Kaluga Oblast,2009,271,26.7
Intentional Bodily Harm,Kostroma Oblast,2009,175,25.8
Intentional Bodily Harm,Kursk Oblast,2009,229,20.0
Intentional Bodily Harm,Lipetsk Oblast,2009,213,18.0
Intentional Bodily Harm,Moscow Oblast,2009,1790,25.7
Intentional Bodily Harm,Oryol Oblast,2009,133,16.6
Intentional Bodily Harm,Ryazan Oblast,2009,217,18.6
Intentional Bodily Harm,Smolensk Oblast,2009,280,28.0
Intentional Bodily Harm,Tambov Oblast,2009,186,16.8
Intentional Bodily Harm,Tver Oblast,2009,416,30.2
Intentional Bodily Harm,Tula Oblast,2009,457,29.0
Intentional Bodily Harm,Yaroslavl Oblast,2009,349,27.1
Intentional Bodily Harm,Moscow,2009,1490,13.2
Intentional Bodily Harm,Republic of Karelia,2009,222,34.0
Intentional Bodily Harm,Komi Republic,2009,453,49.1
Intentional Bodily Harm,Arkhangelsk Oblast,2009,400,33.2
Intentional Bodily Harm,Nenets Autonomous Okrug,2009,17,40.6
Intentional Bodily Harm,Vologda Oblast,2009,436,35.9
Intentional Bodily Harm,Kaliningrad Oblast,2009,234,25.0
Intentional Bodily Harm,Leningrad Oblast,2009,517,30.4
Intentional Bodily Harm,Murmansk Oblast,2009,272,33.8
Intentional Bodily Harm,Novgorod Oblast,2009,211,32.7
Intentional Bodily Harm,Pskov Oblast,2009,209,30.3
Intentional Bodily Harm,Saint Petersburg,2009,612,12.8
Intentional Bodily Harm,Republic of Dagestan,2009,160,5.7
Intentional Bodily Harm,Republic of Ingushetia,2009,23,5.6
Intentional Bodily Harm,Kabardino-Balkar Republic,2009,116,13.5
Intentional Bodily Harm,Karachay-Cherkess Republic,2009,67,14.3
Intentional Bodily Harm,Republic of North Ossetia-Alania,2009,53,7.4
Intentional Bodily Harm,Chechen Republic,2009,19,1.6
Intentional Bodily Harm,Stavropol Krai,2009,505,18.2
Intentional Bodily Harm,Republic of Adygea,2009,87,19.8
Intentional Bodily Harm,Republic of Kalmykia,2009,79,27.2
Intentional Bodily Harm,Republic of Crimea,2009,NaN,NaN
Intentional Bodily Harm,Krasnodar Krai,2009,957,18.4
Intentional Bodily Harm,Astrakhan Oblast,2009,232,23.0
Intentional Bodily Harm,Volgograd Oblast,2009,660,25.2
Intentional Bodily Harm,Rostov Oblast,2009,752,17.5
Intentional Bodily Harm,Sevastopol,2009,NaN,NaN
Intentional Bodily Harm,Republic of Bashkortostan,2009,1122,27.6
Intentional Bodily Harm,Mari El Republic,2009,184,26.2
Intentional Bodily Harm,Republic of Mordovia,2009,168,19.9
Intentional Bodily Harm,Republic of Tatarstan,2009,678,18.0
Intentional Bodily Harm,Udmurt Republic,2009,608,39.8
Intentional Bodily Harm,Chuvash Republic,2009,305,24.2
Intentional Bodily Harm,Perm Krai,2009,1499,56.3
Intentional Bodily Harm,Kirov Oblast,2009,307,22.5
Intentional Bodily Harm,Nizhny Novgorod Oblast,2009,804,24.0
Intentional Bodily Harm,Orenburg Oblast,2009,735,36.0
Intentional Bodily Harm,Penza Oblast,2009,253,18.1
Intentional Bodily Harm,Samara Oblast,2009,763,23.7
Intentional Bodily Harm,Saratov Oblast,2009,555,21.8
Intentional Bodily Harm,Ulyanovsk Oblast,2009,345,26.4
Intentional Bodily Harm,Kurgan Oblast,2009,348,37.6
Intentional Bodily Harm,Sverdlovsk Oblast,2009,1770,41.0
Intentional Bodily Harm,Tyumen Oblast,2009,700,52.9
Intentional Bodily Harm,Khanty–Mansi Autonomous Okrug – Yugra,2009,535,35.6
Intentional Bodily Harm,Yamalo-Nenets Autonomous Okrug,2009,214,40.9
Intentional Bodily Harm,Chelyabinsk Oblast,2009,1479,42.4
Intentional Bodily Harm,Altai Republic,2009,131,64.0
Intentional Bodily Harm,Republic of Buryatia,2009,647,66.9
Intentional Bodily Harm,Tuva Republic,2009,683,223.7
Intentional Bodily Harm,Republic of Khakassia,2009,298,56.0
Intentional Bodily Harm,Altai Krai,2009,859,35.2
Intentional Bodily Harm,Zabaykalsky Krai,2009,926,83.5
Intentional Bodily Harm,Krasnoyarsk Krai,2009,1373,48.5
Intentional Bodily Harm,Irkutsk Oblast,2009,2058,84.1
Intentional Bodily Harm,Kemerovo Oblast,2009,1803,64.9
Intentional Bodily Harm,Novosibirsk Oblast,2009,931,35.1
Intentional Bodily Harm,Omsk Oblast,2009,658,33.1
Intentional Bodily Harm,Tomsk Oblast,2009,384,37.2
Intentional Bodily Harm,Sakha (Yakutia) Republic,2009,665,69.4
Intentional Bodily Harm,Kamchatka Krai,2009,112,34.4
Intentional Bodily Harm,Primorsky Krai,2009,851,43.2
