Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population)
Intentional Bodily Harm,Udmurt Republic,2020,310,21.1
Intentional Bodily Harm,Chuvash Republic,2020,120,10.0
Intentional Bodily Harm,Perm Krai,2020,511,19.8
Intentional Bodily Harm,Kirov Oblast,2020,163,13.7
Intentional Bodily Harm,Nizhny Novgorod Oblast,2020,357,11.2
Intentional Bodily Harm,Orenburg Oblast,2020,274,14.4
Intentional Bodily Harm,Penza Oblast,2020,147,11.4
Intentional Bodily Harm,Samara Oblast,2020,344,10.7
Intentional Bodily Harm,Saratov Oblast,2020,194,7.8
Intentional Bodily Harm,Ulyanovsk Oblast,2020,144,11.8
Intentional Bodily Harm,Kurgan Oblast,2020,99,12.4
Intentional Bodily Harm,Sverdlovsk Oblast,2020,736,17.1
Intentional Bodily Harm,Tyumen Oblast,2020,335,21.2
Intentional Bodily Harm,Khanty–Mansi Autonomous Okrug – Yugra,2020,272,16.1
Intentional Bodily Harm,Yamalo-Nenets Autonomous Okrug,2020,104,20.4
Intentional Bodily Harm,Chelyabinsk Oblast,2020,614,17.7
Intentional Bodily Harm,Altai Republic,2020,68,32.2
Intentional Bodily Harm,Republic of Buryatia,2020,278,28.3
Intentional Bodily Harm,Tuva Republic,2020,324,98.2
Intentional Bodily Harm,Republic of Khakassia,2020,141,26.2
Intentional Bodily Harm,Altai Krai,2020,454,20.4
Intentional Bodily Harm,Zabaykalsky Krai,2020,417,40.7
Intentional Bodily Harm,Krasnoyarsk Krai,2020,725,25.2
Intentional Bodily Harm,Irkutsk Oblast,2020,842,35.1
Intentional Bodily Harm,Kemerovo Oblast,2020,681,25.7
Intentional Bodily Harm,Novosibirsk Oblast,2020,468,16.6
Intentional Bodily Harm,Omsk Oblast,2020,316,16.6
Intentional Bodily Harm,Tomsk Oblast,2020,223,20.7
Intentional Bodily Harm,Sakha (Yakutia) Republic,2020,290,29.7
Intentional Bodily Harm,Kamchatka Krai,2020,69,23.3
Intentional Bodily Harm,Primorsky Krai,2020,490,26.1
Intentional Bodily Harm,Khabarovsk Krai,2020,294,22.4
Intentional Bodily Harm,Amur Oblast,2020,204,26.1
Intentional Bodily Harm,Magadan Oblast,2020,51,36.8
Intentional Bodily Harm,Sakhalin Oblast,2020,115,24.3
Intentional Bodily Harm,Jewish Autonomous Oblast,2020,50,32.3
Intentional Bodily Harm,Chukotka Autonomous Okrug,2020,22,45.3
Rape,Russian Federation,2020,3535,2.4
Rape,Belgorod Oblast,2020,5,0.3
Rape,Bryansk Oblast,2020,9,0.8
Rape,Vladimir Oblast,2020,12,0.9
Rape,Voronezh Oblast,2020,36,1.5
Rape,Ivanovo Oblast,2020,19,2.0
Rape,Kaluga Oblast,2020,20,1.9
Rape,Kostroma Oblast,2020,12,2.0
Rape,Kursk Oblast,2020,51,4.6
Rape,Lipetsk Oblast,2020,8,0.7
Rape,Moscow Oblast,2020,121,1.4
Rape,Oryol Oblast,2020,11,1.5
Rape,Ryazan Oblast,2020,17,1.5
Rape,Smolensk Oblast,2020,14,1.5
Rape,Tambov Oblast,2020,10,1.0
Rape,Tver Oblast,2020,26,2.1
Rape,Tula Oblast,2020,14,0.9
Rape,Yaroslavl Oblast,2020,22,1.8
Rape,Moscow,2020,112,0.9
Rape,Republic of Karelia,2020,19,3.5
Rape,Komi Republic,2020,21,2.8
Rape,Arkhangelsk Oblast,2020,28,2.8
Rape,Nenets Autonomous Okrug,2020,2,4.8
Rape,Vologda Oblast,2020,11,0.9
Rape,Kaliningrad Oblast,2020,16,1.6
Rape,Leningrad Oblast,2020,35,1.8
Rape,Murmansk Oblast,2020,1,0.1
Rape,Novgorod Oblast,2020,20,3.4
Rape,Pskov Oblast,2020,6,1.0
Rape,Saint Petersburg,2020,42,0.8
Rape,Republic of Dagestan,2020,56,1.8
Rape,Republic of Ingushetia,2020,3,0.6
Rape,Kabardino-Balkar Republic,2020,15,1.7
Rape,Karachay-Cherkess Republic,2020,25,5.3
Rape,Republic of North Ossetia-Alania,2020,5,0.7
Rape,Chechen Republic,2020,0,0.0
Rape,Stavropol Krai,2020,67,2.3
Rape,Republic of Adygea,2020,3,0.6
Rape,Republic of Kalmykia,2020,3,1.1
Rape,Republic of Crimea,2020,36,1.9
Rape,Krasnodar Krai,2020,71,1.2
Rape,Astrakhan Oblast,2020,110,11.2
Rape,Volgograd Oblast,2020,43,1.7
Rape,Rostov Oblast,2020,64,1.5
Rape,Sevastopol,2020,10,1.9
Rape,Republic of Bashkortostan,2020,317,7.7
Rape,Mari El Republic,2020,8,1.2
Rape,Republic of Mordovia,2020,3,0.4
Rape,Republic of Tatarstan,2020,227,5.7
Rape,Udmurt Republic,2020,48,3.3
Rape,Chuvash Republic,2020,24,2.0
Rape,Perm Krai,2020,91,3.5
Rape,Kirov Oblast,2020,32,2.7
Rape,Nizhny Novgorod Oblast,2020,45,1.4
Rape,Orenburg Oblast,2020,44,2.3
Rape,Penza Oblast,2020,17,1.3
Rape,Samara Oblast,2020,33,1.0
Rape,Saratov Oblast,2020,32,1.3
Rape,Ulyanovsk Oblast,2020,24,2.0
Rape,Kurgan Oblast,2020,81,10.1
Rape,Sverdlovsk Oblast,2020,300,7.0
Rape,Tyumen Oblast,2020,50,3.2
Rape,Khanty–Mansi Autonomous Okrug – Yugra,2020,18,1.1
Rape,Yamalo-Nenets Autonomous Okrug,2020,27,5.3
Rape,Chelyabinsk Oblast,2020,107,3.1
Rape,Altai Republic,2020,3,1.4
Rape,Republic of Buryatia,2020,55,5.6
Rape,Tuva Republic,2020,33,10.0
Rape,Republic of Khakassia,2020,45,8.4
Rape,Altai Krai,2020,54,2.4
Rape,Zabaykalsky Krai,2020,61,6.0
Rape,Krasnoyarsk Krai,2020,83,2.9
Rape,Irkutsk Oblast,2020,51,2.1
Rape,Kemerovo Oblast,2020,58,2.2
Rape,Novosibirsk Oblast,2020,75,2.7
Rape,Omsk Oblast,2020,24,1.3
Rape,Tomsk Oblast,2020,22,2.0
Rape,Sakha (Yakutia) Republic,2020,56,5.7
Rape,Kamchatka Krai,2020,9,3.0
Rape,Primorsky Krai,2020,35,1.9
Rape,Khabarovsk Krai,2020,40,3.1
Rape,Amur Oblast,2020,22,2.8
Rape,Magadan Oblast,2020,7,5.0
Rape,Sakhalin Oblast,2020,8,1.7
Rape,Jewish Autonomous Oblast,2020,9,5.8
Rape,Chukotka Autonomous Okrug,2020,0,0.0
Theft,Russian Federation,2020,751243,507.7
Theft,Belgorod Oblast,2020,5237,337.2
Theft,Bryansk Oblast,2020,4520,380.1
Theft,Vladimir Oblast,2020,6212,452.2
Theft,Voronezh Oblast,2020,13963,597.6
Theft,Ivanovo Oblast,2020,5081,532.8
Theft,Kaluga Oblast,2020,6641,631.2
Theft,Kostroma Oblast,2020,3113,520.6
Theft,Kursk Oblast,2020,5178,470.9
Theft,Lipetsk Oblast,2020,4684,403.9
Theft,Moscow Oblast,2020,25209,301.1
Theft,Oryol Oblast,2020,2503,342.8
Theft,Ryazan Oblast,2020,2888,257.9
Theft,Smolensk Oblast,2020,5463,596.3
Theft,Tambov Oblast,2020,4046,402.2
Theft,Tver Oblast,2020,9589,762.9
Theft,Tula Oblast,2020,4505,296.6
Theft,Yaroslavl Oblast,2020,6718,543.7
Theft,Moscow,2020,60119,464.4
Theft,Republic of Karelia,2020,5404,981.3
Theft,Komi Republic,2020,5219,683.6
Theft,Arkhangelsk Oblast,2020,7131,703.4
Theft,Nenets Autonomous Okrug,2020,200,480.7
Theft,Vologda Oblast,2020,5927,511.1
Theft,Kaliningrad Oblast,2020,5930,584.1
Theft,Leningrad Oblast,2020,13037,668.2
Theft,Murmansk Oblast,2020,3881,560.6
Theft,Novgorod Oblast,2020,4601,776.1
Theft,Pskov Oblast,2020,3049,497.8
Theft,Saint Petersburg,2020,23496,421.0
Theft,Republic of Dagestan,2020,1372,43.7
Theft,Republic of Ingushetia,2020,207,41.7
Theft,Kabardino-Balkar Republic,2020,1705,190.0
Theft,Karachay-Cherkess Republic,2020,925,196.7
Theft,Republic of North Ossetia-Alania,2020,1327,191.0
Theft,Chechen Republic,2020,716,48.5
Theft,Stavropol Krai,2020,11966,412.0
Theft,Republic of Adygea,2020,1184,242.8
Theft,Republic of Kalmykia,2020,636,235.4
Theft,Republic of Crimea,2020,7245,373.7
Theft,Krasnodar Krai,2020,27142,468.4
Theft,Astrakhan Oblast,2020,4083,416.7
Theft,Volgograd Oblast,2020,16794,664.8
Theft,Rostov Oblast,2020,26909,636.2
Theft,Sevastopol,2020,1610,308.2
Theft,Republic of Bashkortostan,2020,20428,496.7
Theft,Mari El Republic,2020,2754,403.0
Theft,Republic of Mordovia,2020,2059,257.7
Theft,Republic of Tatarstan,2020,19219,480.9
Theft,Udmurt Republic,2020,10892,740.1
Theft,Chuvash Republic,2020,3735,309.7
Theft,Perm Krai,2020,13903,540.0
Theft,Kirov Oblast,2020,7121,597.1
Theft,Nizhny Novgorod Oblast,2020,15261,480.8
Theft,Orenburg Oblast,2020,9307,490.2
Theft,Penza Oblast,2020,4415,341.1
Theft,Samara Oblast,2020,16617,518.3
Theft,Saratov Oblast,2020,11466,462.7
Theft,Ulyanovsk Oblast,2020,4174,342.2
Theft,Kurgan Oblast,2020,4610,576.3
Theft,Sverdlovsk Oblast,2020,21560,500.2
Theft,Tyumen Oblast,2020,7756,491.2
Theft,Khanty–Mansi Autonomous Okrug – Yugra,2020,5518,327.6
Theft,Yamalo-Nenets Autonomous Okrug,2020,2198,430.9
Theft,Chelyabinsk Oblast,2020,24079,694.2
Theft,Altai Republic,2020,1304,617.1
Theft,Republic of Buryatia,2020,8342,849.4
Theft,Tuva Republic,2020,3285,995.3
Theft,Republic of Khakassia,2020,3455,641.9
Theft,Altai Krai,2020,14440,649.2
Theft,Zabaykalsky Krai,2020,7985,779.0
Theft,Krasnoyarsk Krai,2020,20227,704.3
Theft,Irkutsk Oblast,2020,17499,730.2
Theft,Kemerovo Oblast,2020,20022,756.2
Theft,Novosibirsk Oblast,2020,26239,933.1
Theft,Omsk Oblast,2020,8786,461.5
Theft,Tomsk Oblast,2020,6714,624.7
Theft,Sakha (Yakutia) Republic,2020,3059,313.2
Theft,Kamchatka Krai,2020,1659,559.8
Theft,Primorsky Krai,2020,11361,605.1
Theft,Khabarovsk Krai,2020,9039,689.8
Theft,Amur Oblast,2020,7524,961.3
Theft,Magadan Oblast,2020,781,563.3
Theft,Sakhalin Oblast,2020,2866,605.1
Theft,Jewish Autonomous Oblast,2020,1429,923.6
Theft,Chukotka Autonomous Okrug,2020,221,455.2
Robbery without violence,Russian Federation,2020,38392,25.9
Robbery without violence,Belgorod Oblast,2020,187,12.0
Robbery without violence,Bryansk Oblast,2020,270,22.7
Robbery without violence,Vladimir Oblast,2020,453,33.0
Robbery without violence,Voronezh Oblast,2020,584,25.0
Robbery without violence,Ivanovo Oblast,2020,370,38.8
Robbery without violence,Kaluga Oblast,2020,389,37.0
Robbery without violence,Kostroma Oblast,2020,167,27.9
Robbery without violence,Kursk Oblast,2020,169,15.4
Robbery without violence,Lipetsk Oblast,2020,344,29.7
Robbery without violence,Moscow Oblast,2020,1916,22.9
Robbery without violence,Oryol Oblast,2020,218,29.9
Robbery without violence,Ryazan Oblast,2020,224,20.0
Robbery without violence,Smolensk Oblast,2020,428,46.7
Robbery without violence,Tambov Oblast,2020,225,22.4
Robbery without violence,Tver Oblast,2020,409,32.5
Robbery without violence,Tula Oblast,2020,325,21.4
Robbery without violence,Yaroslavl Oblast,2020,463,37.5
Robbery without violence,Moscow,2020,2338,18.1
Robbery without violence,Republic of Karelia,2020,469,85.2
Robbery without violence,Komi Republic,2020,383,50.2
Robbery without violence,Arkhangelsk Oblast,2020,543,53.6
Robbery without violence,Nenets Autonomous Okrug,2020,7,16.8
Robbery without violence,Vologda Oblast,2020,396,34.2
Robbery without violence,Kaliningrad Oblast,2020,297,29.3
Robbery without violence,Leningrad Oblast,2020,513,26.3
Robbery without violence,Murmansk Oblast,2020,218,31.5
Robbery without violence,Novgorod Oblast,2020,272,45.9
Robbery without violence,Pskov Oblast,2020,125,20.4
Robbery without violence,Saint Petersburg,2020,1334,23.9
Robbery without violence,Republic of Dagestan,2020,57,1.8
Robbery without violence,Republic of Ingushetia,2020,10,2.0
Robbery without violence,Kabardino-Balkar Republic,2020,71,7.9
Robbery without violence,Karachay-Cherkess Republic,2020,59,12.5
Robbery without violence,Republic of North Ossetia-Alania,2020,89,12.8
Robbery without violence,Chechen Republic,2020,5,0.3
Robbery without violence,Stavropol Krai,2020,523,18.0
Robbery without violence,Republic of Adygea,2020,62,12.7
Robbery without violence,Republic of Kalmykia,2020,45,16.7
Robbery without violence,Republic of Crimea,2020,323,16.7
Robbery without violence,Krasnodar Krai,2020,988,17.1
Robbery without violence,Astrakhan Oblast,2020,200,20.4
Robbery without violence,Volgograd Oblast,2020,1221,48.3
Robbery without violence,Rostov Oblast,2020,1303,30.8
Robbery without violence,Sevastopol,2020,140,26.8
Robbery without violence,Republic of Bashkortostan,2020,836,20.3
Robbery without violence,Mari El Republic,2020,170,24.9
Robbery without violence,Republic of Mordovia,2020,119,14.9
Robbery without violence,Republic of Tatarstan,2020,814,20.4
Robbery without violence,Udmurt Republic,2020,592,40.2
Robbery without violence,Chuvash Republic,2020,140,11.6
Robbery without violence,Perm Krai,2020,438,17.0
Robbery without violence,Kirov Oblast,2020,412,34.5
Robbery without violence,Nizhny Novgorod Oblast,2020,916,28.9
Robbery without violence,Orenburg Oblast,2020,407,21.4
Robbery without violence,Penza Oblast,2020,154,11.9
Robbery without violence,Samara Oblast,2020,902,28.1
Robbery without violence,Saratov Oblast,2020,531,21.4
Robbery without violence,Ulyanovsk Oblast,2020,280,23.0
Robbery without violence,Kurgan Oblast,2020,200,25.0
Robbery without violence,Sverdlovsk Oblast,2020,1124,26.1
Robbery without violence,Tyumen Oblast,2020,288,18.2
Robbery without violence,Khanty–Mansi Autonomous Okrug – Yugra,2020,149,8.8
Robbery without violence,Yamalo-Nenets Autonomous Okrug,2020,77,15.1
Robbery without violence,Chelyabinsk Oblast,2020,2107,60.7
Robbery without violence,Altai Republic,2020,38,18.0
Robbery without violence,Republic of Buryatia,2020,559,56.9
Robbery without violence,Tuva Republic,2020,276,83.6
Robbery without violence,Republic of Khakassia,2020,166,30.8
Robbery without violence,Altai Krai,2020,488,21.9
Robbery without violence,Zabaykalsky Krai,2020,292,28.5
Robbery without violence,Krasnoyarsk Krai,2020,773,26.9
Robbery without violence,Irkutsk Oblast,2020,887,37.0
Robbery without violence,Kemerovo Oblast,2020,1118,42.2
Robbery without violence,Novosibirsk Oblast,2020,1165,41.4
Robbery without violence,Omsk Oblast,2020,310,16.3
Robbery without violence,Tomsk Oblast,2020,368,34.2
Robbery without violence,Sakha (Yakutia) Republic,2020,241,24.7
Robbery without violence,Kamchatka Krai,2020,71,24.0
Robbery without violence,Primorsky Krai,2020,560,29.8
Robbery without violence,Khabarovsk Krai,2020,430,32.8
Robbery without violence,Amur Oblast,2020,378,48.3
Robbery without violence,Magadan Oblast,2020,33,23.8
Robbery without violence,Sakhalin Oblast,2020,105,22.2
Robbery without violence,Jewish Autonomous Oblast,2020,67,43.3
Robbery without violence,Chukotka Autonomous Okrug,2020,6,12.4
Robbery with violence,Russian Federation,2020,5280,3.6
Robbery with violence,Belgorod Oblast,2020,24,1.5
Robbery with violence,Bryansk Oblast,2020,27,2.3
Robbery with violence,Vladimir Oblast,2020,40,2.9
Robbery with violence,Voronezh Oblast,2020,99,4.2
Robbery with violence,Ivanovo Oblast,2020,35,3.7
Robbery with violence,Kaluga Oblast,2020,44,4.2
Robbery with violence,Kostroma Oblast,2020,20,3.3
Robbery with violence,Kursk Oblast,2020,32,2.9
Robbery with violence,Lipetsk Oblast,2020,27,2.3
Robbery with violence,Moscow Oblast,2020,316,3.8
Robbery with violence,Oryol Oblast,2020,21,2.9
Robbery with violence,Ryazan Oblast,2020,18,1.6
Robbery with violence,Smolensk Oblast,2020,42,4.6
Robbery with violence,Tambov Oblast,2020,11,1.1
Robbery with violence,Tver Oblast,2020,29,2.3
Robbery with violence,Tula Oblast,2020,43,2.8
Robbery with violence,Yaroslavl Oblast,2020,51,4.1
Robbery with violence,Moscow,2020,470,3.6
Robbery with violence,Republic of Karelia,2020,22,4.0
Robbery with violence,Komi Republic,2020,41,5.4
Robbery with violence,Arkhangelsk Oblast,2020,71,7.0
Robbery with violence,Nenets Autonomous Okrug,2020,1,2.4
Robbery with violence,Vologda Oblast,2020,29,2.5
Robbery with violence,Kaliningrad Oblast,2020,34,3.3
Robbery with violence,Leningrad Oblast,2020,90,4.6
Robbery with violence,Murmansk Oblast,2020,15,2.2
Robbery with violence,Novgorod Oblast,2020,22,3.7
Robbery with violence,Pskov Oblast,2020,15,2.4
Robbery with violence,Saint Petersburg,2020,260,4.7
Robbery with violence,Republic of Dagestan,2020,17,0.5
Robbery with violence,Republic of Ingushetia,2020,7,1.4
Robbery with violence,Kabardino-Balkar Republic,2020,17,1.9
Robbery with violence,Karachay-Cherkess Republic,2020,9,1.9
Robbery with violence,Republic of North Ossetia-Alania,2020,6,0.9
Robbery with violence,Chechen Republic,2020,5,0.3
Robbery with violence,Stavropol Krai,2020,84,2.9
Robbery with violence,Republic of Adygea,2020,2,0.4
Robbery with violence,Republic of Kalmykia,2020,5,1.9
Robbery with violence,Republic of Crimea,2020,56,2.9
Robbery with violence,Krasnodar Krai,2020,189,3.3
Robbery with violence,Astrakhan Oblast,2020,32,3.3
Robbery with violence,Volgograd Oblast,2020,119,4.7
Robbery with violence,Rostov Oblast,2020,137,3.2
Robbery with violence,Sevastopol,2020,17,3.3
Robbery with violence,Republic of Bashkortostan,2020,125,3.0
Robbery with violence,Mari El Republic,2020,15,2.2
Robbery with violence,Republic of Mordovia,2020,12,1.5
Robbery with violence,Republic of Tatarstan,2020,153,3.8
Robbery with violence,Udmurt Republic,2020,69,4.7
Robbery with violence,Chuvash Republic,2020,22,1.8
Robbery with violence,Perm Krai,2020,87,3.4
Robbery with violence,Kirov Oblast,2020,39,3.3
Robbery with violence,Nizhny Novgorod Oblast,2020,97,3.1
Robbery with violence,Orenburg Oblast,2020,37,1.9
Robbery with violence,Penza Oblast,2020,16,1.2
Robbery with violence,Samara Oblast,2020,91,2.8
Robbery with violence,Saratov Oblast,2020,59,2.4
Robbery with violence,Ulyanovsk Oblast,2020,57,4.7
Robbery with violence,Kurgan Oblast,2020,40,5.0
Robbery with violence,Sverdlovsk Oblast,2020,196,4.5
Robbery with violence,Tyumen Oblast,2020,52,3.3
Robbery with violence,Khanty–Mansi Autonomous Okrug – Yugra,2020,38,2.3
Robbery with violence,Yamalo-Nenets Autonomous Okrug,2020,9,1.8
Robbery with violence,Chelyabinsk Oblast,2020,172,5.0
Robbery with violence,Altai Republic,2020,7,3.3
Robbery with violence,Republic of Buryatia,2020,34,3.5
Robbery with violence,Tuva Republic,2020,40,12.1
Robbery with violence,Republic of Khakassia,2020,20,3.7
Robbery with violence,Altai Krai,2020,62,2.8
Robbery with violence,Zabaykalsky Krai,2020,58,5.7
Robbery with violence,Krasnoyarsk Krai,2020,120,4.2
Robbery with violence,Irkutsk Oblast,2020,131,5.5
Robbery with violence,Kemerovo Oblast,2020,126,4.8
Robbery with violence,Novosibirsk Oblast,2020,162,5.8
Robbery with violence,Omsk Oblast,2020,68,3.6
Robbery with violence,Tomsk Oblast,2020,46,4.3
Robbery with violence,Sakha (Yakutia) Republic,2020,33,3.4
Robbery with violence,Kamchatka Krai,2020,9,3.0
Robbery with violence,Primorsky Krai,2020,114,6.1
Robbery with violence,Khabarovsk Krai,2020,59,4.5
Robbery with violence,Amur Oblast,2020,62,7.9
Robbery with violence,Magadan Oblast,2020,7,5.0
Robbery with violence,Sakhalin Oblast,2020,22,4.6
Robbery with violence,Jewish Autonomous Oblast,2020,11,7.1
Robbery with violence,Chukotka Autonomous Okrug,2020,0,0.0
Extortion,Russian Federation,2020,6058,4.1
Extortion,Belgorod Oblast,2020,48,3.1
Extortion,Bryansk Oblast,2020,33,2.8
Extortion,Vladimir Oblast,2020,41,3.0
Extortion,Voronezh Oblast,2020,76,3.3
Extortion,Ivanovo Oblast,2020,43,4.5
Extortion,Kaluga Oblast,2020,61,5.8
Extortion,Kostroma Oblast,2020,19,3.2
Extortion,Kursk Oblast,2020,30,2.7
Extortion,Lipetsk Oblast,2020,21,1.8
Extortion,Moscow Oblast,2020,107,1.3
Extortion,Oryol Oblast,2020,12,1.6
Extortion,Ryazan Oblast,2020,2,0.2
Extortion,Smolensk Oblast,2020,57,6.2
Extortion,Tambov Oblast,2020,50,5.0
Extortion,Tver Oblast,2020,57,4.5
Extortion,Tula Oblast,2020,19,1.3
Extortion,Yaroslavl Oblast,2020,37,3.0
Extortion,Moscow,2020,376,2.9
Extortion,Republic of Karelia,2020,60,10.9
Extortion,Komi Republic,2020,93,12.2
Extortion,Arkhangelsk Oblast,2020,127,12.5
Extortion,Nenets Autonomous Okrug,2020,9,21.6
Extortion,Vologda Oblast,2020,74,6.4
Extortion,Kaliningrad Oblast,2020,45,4.4
Extortion,Leningrad Oblast,2020,43,2.2
Extortion,Murmansk Oblast,2020,47,6.8
Extortion,Novgorod Oblast,2020,48,8.1
Extortion,Pskov Oblast,2020,6,1.0
Extortion,Saint Petersburg,2020,78,1.4
Extortion,Republic of Dagestan,2020,36,1.1
Extortion,Republic of Ingushetia,2020,1,0.2
Extortion,Kabardino-Balkar Republic,2020,29,3.2
Extortion,Karachay-Cherkess Republic,2020,55,11.7
Extortion,Republic of North Ossetia-Alania,2020,12,1.7
Extortion,Chechen Republic,2020,2,0.1
Extortion,Stavropol Krai,2020,162,5.6
Extortion,Republic of Adygea,2020,15,3.1
Extortion,Republic of Kalmykia,2020,6,2.2
Extortion,Republic of Crimea,2020,39,2.0
Extortion,Krasnodar Krai,2020,166,2.9
Extortion,Astrakhan Oblast,2020,27,2.8
Extortion,Volgograd Oblast,2020,173,6.8
Extortion,Rostov Oblast,2020,172,4.1
Extortion,Sevastopol,2020,36,6.9
Extortion,Republic of Bashkortostan,2020,167,4.1
Extortion,Mari El Republic,2020,29,4.2
Extortion,Republic of Mordovia,2020,27,3.4
Extortion,Republic of Tatarstan,2020,349,8.7
Extortion,Udmurt Republic,2020,136,9.2
Extortion,Chuvash Republic,2020,52,4.3
Extortion,Perm Krai,2020,96,3.7
Extortion,Kirov Oblast,2020,83,7.0
Extortion,Nizhny Novgorod Oblast,2020,130,4.1
Extortion,Orenburg Oblast,2020,66,3.5
Extortion,Penza Oblast,2020,35,2.7
Extortion,Samara Oblast,2020,94,2.9
Extortion,Saratov Oblast,2020,99,4.0
Extortion,Ulyanovsk Oblast,2020,40,3.3
Extortion,Kurgan Oblast,2020,43,5.4
Extortion,Sverdlovsk Oblast,2020,92,2.1
Extortion,Tyumen Oblast,2020,177,11.2
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2020,163,9.7
Extortion,Yamalo-Nenets Autonomous Okrug,2020,37,7.3
Extortion,Chelyabinsk Oblast,2020,283,8.2
Extortion,Altai Republic,2020,9,4.3
Extortion,Republic of Buryatia,2020,31,3.2
Extortion,Tuva Republic,2020,7,2.1
Extortion,Republic of Khakassia,2020,34,6.3
Extortion,Altai Krai,2020,164,7.4
Extortion,Zabaykalsky Krai,2020,29,2.8
Extortion,Krasnoyarsk Krai,2020,109,3.8
Extortion,Irkutsk Oblast,2020,49,2.0
Extortion,Kemerovo Oblast,2020,106,4.0
Extortion,Novosibirsk Oblast,2020,205,7.3
Extortion,Omsk Oblast,2020,21,1.1
Extortion,Tomsk Oblast,2020,38,3.5
Extortion,Sakha (Yakutia) Republic,2020,30,3.1
Extortion,Kamchatka Krai,2020,7,2.4
Extortion,Primorsky Krai,2020,71,3.8
Extortion,Khabarovsk Krai,2020,48,3.7
Extortion,Amur Oblast,2020,53,6.8
Extortion,Magadan Oblast,2020,1,0.7
Extortion,Sakhalin Oblast,2020,25,5.3
Extortion,Jewish Autonomous Oblast,2020,11,7.1
Extortion,Chukotka Autonomous Okrug,2020,5,10.3
Hooliganism,Russian Federation,2020,1773,1.2
Hooliganism,Belgorod Oblast,2020,3,0.2
Hooliganism,Bryansk Oblast,2020,14,1.2
Hooliganism,Vladimir Oblast,2020,3,0.2
Hooliganism,Voronezh Oblast,2020,12,0.5
Hooliganism,Ivanovo Oblast,2020,12,1.3
Hooliganism,Kaluga Oblast,2020,10,1.0
Hooliganism,Kostroma Oblast,2020,2,0.3
Hooliganism,Kursk Oblast,2020,2,0.2
Hooliganism,Lipetsk Oblast,2020,13,1.1
Hooliganism,Moscow Oblast,2020,101,1.2
Hooliganism,Oryol Oblast,2020,7,1.0
Hooliganism,Ryazan Oblast,2020,3,0.3
Hooliganism,Smolensk Oblast,2020,14,1.5
Hooliganism,Tambov Oblast,2020,10,1.0
Hooliganism,Tver Oblast,2020,23,1.8
Hooliganism,Tula Oblast,2020,9,0.6
Hooliganism,Yaroslavl Oblast,2020,9,0.7
Hooliganism,Moscow,2020,258,2.0
Hooliganism,Republic of Karelia,2020,21,3.8
Hooliganism,Komi Republic,2020,7,0.9
Hooliganism,Arkhangelsk Oblast,2020,16,1.6
Hooliganism,Nenets Autonomous Okrug,2020,0,0.0
Hooliganism,Vologda Oblast,2020,9,0.8
Hooliganism,Kaliningrad Oblast,2020,5,0.5
Hooliganism,Leningrad Oblast,2020,47,2.4
Hooliganism,Murmansk Oblast,2020,8,1.2
Hooliganism,Novgorod Oblast,2020,11,1.9
Hooliganism,Pskov Oblast,2020,1,0.2
Hooliganism,Saint Petersburg,2020,125,2.2
Hooliganism,Republic of Dagestan,2020,21,0.7
Hooliganism,Republic of Ingushetia,2020,2,0.4
Hooliganism,Kabardino-Balkar Republic,2020,4,0.4
Hooliganism,Karachay-Cherkess Republic,2020,1,0.2
Hooliganism,Republic of North Ossetia-Alania,2020,4,0.6
Hooliganism,Chechen Republic,2020,5,0.3
Hooliganism,Stavropol Krai,2020,23,0.8
Hooliganism,Republic of Adygea,2020,0,0.0
Hooliganism,Republic of Kalmykia,2020,6,2.2
Hooliganism,Republic of Crimea,2020,19,1.0
Hooliganism,Krasnodar Krai,2020,50,0.9
Hooliganism,Astrakhan Oblast,2020,11,1.1
Hooliganism,Volgograd Oblast,2020,109,4.3
Hooliganism,Rostov Oblast,2020,30,0.7
Hooliganism,Sevastopol,2020,1,0.2
Hooliganism,Republic of Bashkortostan,2020,18,0.4
Hooliganism,Mari El Republic,2020,4,0.6
Hooliganism,Republic of Mordovia,2020,3,0.4
Hooliganism,Republic of Tatarstan,2020,47,1.2
Hooliganism,Udmurt Republic,2020,48,3.3
Hooliganism,Chuvash Republic,2020,5,0.4
Hooliganism,Perm Krai,2020,22,0.9
Hooliganism,Kirov Oblast,2020,23,1.9
Hooliganism,Nizhny Novgorod Oblast,2020,51,1.6
Hooliganism,Orenburg Oblast,2020,8,0.4
Hooliganism,Penza Oblast,2020,2,0.2
Hooliganism,Samara Oblast,2020,26,0.8
Hooliganism,Saratov Oblast,2020,7,0.3
Hooliganism,Ulyanovsk Oblast,2020,4,0.3
Hooliganism,Kurgan Oblast,2020,7,0.9
Hooliganism,Sverdlovsk Oblast,2020,34,0.8
Hooliganism,Tyumen Oblast,2020,26,1.6
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2020,31,1.8
Hooliganism,Yamalo-Nenets Autonomous Okrug,2020,2,0.4
Hooliganism,Chelyabinsk Oblast,2020,51,1.5
Hooliganism,Altai Republic,2020,3,1.4
Hooliganism,Republic of Buryatia,2020,21,2.1
Hooliganism,Tuva Republic,2020,4,1.2
Hooliganism,Republic of Khakassia,2020,5,0.9
